FID,the_geom,code,timestamp,air_pressure,air_temperature,relative_humidity,precipitation,wind_speed,wind_direction,qc_flags
aws_10min.fid--18bb3085_18f8bd049eb_-5ab9,POINT (4.358 50.797),6447,2024-04-17T04:40:00,1001.21,4.93,96.72,0.05,,308.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab8,POINT (4.358 50.797),6447,2024-04-17T04:50:00,1001.12,4.98,97.57,0,,277.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab7,POINT (4.358 50.797),6447,2024-04-17T05:00:00,1001.2,4.96,98.34,0,,264.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab6,POINT (4.358 50.797),6447,2024-04-17T05:10:00,1001.24,4.98,98.87,0,,261.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab5,POINT (4.358 50.797),6447,2024-04-17T05:20:00,1001.28,5,98.98,0,,260.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab4,POINT (4.358 50.797),6447,2024-04-17T05:30:00,1001.24,4.99,99.07,0,,256.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab3,POINT (4.358 50.797),6447,2024-04-17T05:40:00,1001.24,4.89,99.13,0,,262.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab2,POINT (4.358 50.797),6447,2024-04-17T05:50:00,1001.24,4.96,99.26,0,,261.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab1,POINT (4.358 50.797),6447,2024-04-17T06:00:00,1001.24,5.03,99.07,0,,261.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5ab0,POINT (4.358 50.797),6447,2024-04-17T06:10:00,1001.36,5.13,98.81,0,,273,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aaf,POINT (4.358 50.797),6447,2024-04-17T06:20:00,1001.36,5.4,98.46,0,,272,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aae,POINT (4.358 50.797),6447,2024-04-17T06:30:00,1001.36,5.59,97.32,0,,274.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aad,POINT (4.358 50.797),6447,2024-04-17T06:40:00,1001.36,6.01,95.93,0,,279.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aac,POINT (4.358 50.797),6447,2024-04-17T06:50:00,1001.36,6.29,93.44,0,,285.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aab,POINT (4.358 50.797),6447,2024-04-17T07:00:00,1001.46,6.43,91.41,0,,291.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aaa,POINT (4.358 50.797),6447,2024-04-17T07:10:00,1001.48,6.73,89.51,0,,296.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa9,POINT (4.358 50.797),6447,2024-04-17T07:20:00,1001.48,6.79,88.01,0,,295.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa8,POINT (4.358 50.797),6447,2024-04-17T07:30:00,1001.36,6.73,86.43,0,,286.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa7,POINT (4.358 50.797),6447,2024-04-17T07:40:00,1001.36,6.89,86.63,0,,287.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa6,POINT (4.358 50.797),6447,2024-04-17T07:50:00,1001.32,7.06,84.3,0,,282.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa5,POINT (4.358 50.797),6447,2024-04-17T08:00:00,1001.24,7.3,83.04,0,,287.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa4,POINT (4.358 50.797),6447,2024-04-17T08:10:00,1001.11,7.67,78.62,0,,294.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa3,POINT (4.358 50.797),6447,2024-04-17T08:20:00,1001.02,7.92,78.25,0,,305.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa2,POINT (4.358 50.797),6447,2024-04-17T08:30:00,1001,8.14,75.55,0,,295.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa1,POINT (4.358 50.797),6447,2024-04-17T08:40:00,1001,8.05,75.34,0,,298.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5aa0,POINT (4.358 50.797),6447,2024-04-17T08:50:00,1001,8.49,72.69,0,,274,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a9f,POINT (4.358 50.797),6447,2024-04-17T09:00:00,1001,8.44,72.36,0,,290.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a9e,POINT (4.358 50.797),6447,2024-04-17T09:10:00,1001,8.64,71.15,0,,279.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a9d,POINT (4.358 50.797),6447,2024-04-17T09:20:00,1000.88,8.68,70.14,0,,306.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a9c,POINT (4.358 50.797),6447,2024-04-17T09:30:00,1000.76,8.81,66.74,0,,285.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a9b,POINT (4.358 50.797),6447,2024-04-17T09:40:00,1000.76,8.62,69.55,0,,295.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a9a,POINT (4.358 50.797),6447,2024-04-17T09:50:00,1000.64,8.59,69.48,0,,262.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a99,POINT (4.358 50.797),6447,2024-04-17T10:00:00,1000.66,8.22,72.63,0.07,,297.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a98,POINT (4.358 50.797),6447,2024-04-17T10:10:00,1000.65,7.23,73.33,0,,320.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a97,POINT (4.358 50.797),6447,2024-04-17T10:20:00,1000.78,6.86,72.24,0,,318.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a96,POINT (4.358 50.797),6447,2024-04-17T10:30:00,1001.19,6.76,71.38,0,,318.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a95,POINT (4.358 50.797),6447,2024-04-17T10:40:00,1001.66,5.67,79.26,0.04,,275.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a94,POINT (4.358 50.797),6447,2024-04-17T10:50:00,1001.61,4.43,90.18,0.31,,257,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a93,POINT (4.358 50.797),6447,2024-04-17T11:00:00,1001.36,3.95,91.99,1.15,,246.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a92,POINT (4.358 50.797),6447,2024-04-17T11:10:00,1001,3.93,93.13,0.5,,208.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a91,POINT (4.358 50.797),6447,2024-04-17T11:20:00,1001.12,4.46,92.69,0.04,,277.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a90,POINT (4.358 50.797),6447,2024-04-17T11:30:00,1001,5,92.89,0,,255.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a8f,POINT (4.358 50.797),6447,2024-04-17T11:40:00,1001.12,5.23,90.67,0,,270.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a8e,POINT (4.358 50.797),6447,2024-04-17T11:50:00,1001.24,5.26,88.99,0,,265.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a8d,POINT (4.358 50.797),6447,2024-04-17T12:00:00,1001.12,5.15,89.49,0,,255.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a8c,POINT (4.358 50.797),6447,2024-04-17T12:10:00,1000.76,5.15,90.88,0,,195.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a8b,POINT (4.358 50.797),6447,2024-04-17T12:20:00,1000.76,5.45,90.6,0.03,,240,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a8a,POINT (4.358 50.797),6447,2024-04-17T12:30:00,1000.76,5.58,88.55,0,,241.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a89,POINT (4.358 50.797),6447,2024-04-17T12:40:00,1000.64,6.44,87.23,0,,259.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a88,POINT (4.358 50.797),6447,2024-04-17T12:50:00,1000.76,7.2,80.15,0,,256.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a87,POINT (4.358 50.797),6447,2024-04-17T13:00:00,1000.64,7.16,78.82,0,,297.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a86,POINT (4.358 50.797),6447,2024-04-17T13:10:00,1000.52,7.7,78.57,0,,262.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a85,POINT (4.358 50.797),6447,2024-04-17T13:20:00,1000.4,7.9,75.92,0,,260.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a84,POINT (4.358 50.797),6447,2024-04-17T13:30:00,1000.4,8.11,77.71,0,,245.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a83,POINT (4.358 50.797),6447,2024-04-17T13:40:00,1000.28,8.18,75.75,0,,275,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a82,POINT (4.358 50.797),6447,2024-04-17T13:50:00,1000.23,8.22,73.32,0,,284.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a81,POINT (4.358 50.797),6447,2024-04-17T14:00:00,1000.16,8.3,68.09,0,,287.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a80,POINT (4.358 50.797),6447,2024-04-17T14:10:00,1000.24,8.5,69.62,0,,299.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a7f,POINT (4.358 50.797),6447,2024-04-17T14:20:00,1000.67,7.26,72.6,0,,310,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a7e,POINT (4.358 50.797),6447,2024-04-17T14:30:00,1000.76,5.58,83.63,0.13,,302.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a7d,POINT (4.358 50.797),6447,2024-04-17T14:40:00,1000.64,5.33,89.7,0.16,,292.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a7c,POINT (4.358 50.797),6447,2024-04-17T14:50:00,1000.43,5.66,87.98,0.05,,273.9,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a7b,POINT (4.358 50.797),6447,2024-04-17T15:00:00,1000.4,5.98,85.57,0,,280,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a7a,POINT (4.358 50.797),6447,2024-04-17T15:10:00,1000.2,6.55,83.52,0,,292.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a79,POINT (4.358 50.797),6447,2024-04-17T15:20:00,1000.13,7,79.07,0,,293.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a78,POINT (4.358 50.797),6447,2024-04-17T15:30:00,1000.58,6.44,79.79,0,,315.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a77,POINT (4.358 50.797),6447,2024-04-17T15:40:00,1000.64,5.32,81.08,0.06,,320.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a76,POINT (4.358 50.797),6447,2024-04-17T15:50:00,1000.54,5.03,85.45,0.09,,321,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a75,POINT (4.358 50.797),6447,2024-04-17T16:00:00,1000.4,5.49,82.69,0.17,,335.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a74,POINT (4.358 50.797),6447,2024-04-17T16:10:00,1000.44,6.64,80.01,0,,335.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a73,POINT (4.358 50.797),6447,2024-04-17T16:20:00,1000.52,6.62,77.46,0,,337.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a72,POINT (4.358 50.797),6447,2024-04-17T16:30:00,1000.6,6.9,76.91,0,,327.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a71,POINT (4.358 50.797),6447,2024-04-17T16:40:00,1000.64,7,74.86,0,,333,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a70,POINT (4.358 50.797),6447,2024-04-17T16:50:00,1000.54,6.88,74.24,0,,323.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a6f,POINT (4.358 50.797),6447,2024-04-17T17:00:00,1000.64,6.7,75.65,0,,320.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a6e,POINT (4.358 50.797),6447,2024-04-17T17:10:00,1000.78,6.37,76.4,0,,308.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a6d,POINT (4.358 50.797),6447,2024-04-17T17:20:00,1001.12,5.66,78.54,0,,338.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a6c,POINT (4.358 50.797),6447,2024-04-17T17:30:00,1001.24,5.03,84.33,0,,343.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a6b,POINT (4.358 50.797),6447,2024-04-17T17:40:00,1001.12,5.14,83.27,0,,341.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a6a,POINT (4.358 50.797),6447,2024-04-17T17:50:00,1001,5.16,81.01,0,,336.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a69,POINT (4.358 50.797),6447,2024-04-17T18:00:00,1001,5.03,79.89,0,,328.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a68,POINT (4.358 50.797),6447,2024-04-17T18:10:00,1000.88,4.99,80.26,0,,300,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a67,POINT (4.358 50.797),6447,2024-04-17T18:20:00,1000.88,4.96,82.16,0,,301.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a66,POINT (4.358 50.797),6447,2024-04-17T18:30:00,1001,4.87,84.09,0,,263.4,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a65,POINT (4.358 50.797),6447,2024-04-17T18:40:00,1001,4.74,88.26,0,,234.5,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a64,POINT (4.358 50.797),6447,2024-04-17T18:50:00,1001.1,4.59,89.91,0,,248,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a63,POINT (4.358 50.797),6447,2024-04-17T19:00:00,1001.24,4.45,90.84,0,,239.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a62,POINT (4.358 50.797),6447,2024-04-17T19:10:00,1001.24,4.36,92.02,0,,246.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a61,POINT (4.358 50.797),6447,2024-04-17T19:20:00,1001.36,4.33,92.84,0,,258.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a60,POINT (4.358 50.797),6447,2024-04-17T19:30:00,1001.42,4.35,92.82,0,,260.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a5f,POINT (4.358 50.797),6447,2024-04-17T19:40:00,1001.48,4.22,92.6,0,,252.8,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a5e,POINT (4.358 50.797),6447,2024-04-17T19:50:00,1001.48,4.25,92.84,0,,248,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a5d,POINT (4.358 50.797),6447,2024-04-17T20:00:00,1001.48,4.09,92.77,0,,248.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a5c,POINT (4.358 50.797),6447,2024-04-17T20:10:00,1001.6,3.87,93.2,0,,234.1,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a5b,POINT (4.358 50.797),6447,2024-04-17T20:20:00,1001.6,3.44,94.77,0,,243.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a5a,POINT (4.358 50.797),6447,2024-04-17T20:30:00,1001.72,3.19,95.92,0,,247.3,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a59,POINT (4.358 50.797),6447,2024-04-17T20:40:00,1001.72,2.96,96.25,0,,240.6,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a58,POINT (4.358 50.797),6447,2024-04-17T20:50:00,1001.84,2.89,97.55,0,,249.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a57,POINT (4.358 50.797),6447,2024-04-17T21:00:00,1001.84,2.78,98.04,0,,261.7,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
aws_10min.fid--18bb3085_18f8bd049eb_-5a56,POINT (4.358 50.797),6447,2024-04-17T21:10:00,1001.84,2.82,97.71,0,,278.2,"{""validated"": {""air_pressure"":false,""air_temperature"":false,""relative_humidity"":false,""precipitation"":false,""wind_speed"":false}}"
